image_path,binary_label,crop_source_label,negative_subcategory,source_id,source_name,sha256,original_source_url,creator_author,license,license_url,download_date,split
D:\CropDiseaseProject\data\non_leaf_negatives\soil_ground\SRC-04_soil_ground_48ea68c96e96.jpg,0,non_leaf,soil_ground,SRC-04,Kaggle Soil Types,48ea68c96e966ec3bd11034f64bd4c7f2c7a2f5dd384bc0ed8c83056586c9089,https://raw.githubusercontent.com/Shushanth101/Soil-Types-Dataset/main/test/Clay_soil/9323797366.jpeg,Shushanth (Clay Soil),CC0 / Public Domain,https://creativecommons.org/publicdomain/zero/1.0/,2026-09-23,train
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4493.JPG,1,Chilli,leaf,SRC-IN-CHILLI,Internal Chilli In-Domain Training Split,71536db3f7dc9f7e31d55ce986e21f3dc971579da53afbad8f12b6eeb05e6cc4,D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4493.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_3243.JPG,1,Chilli,leaf,SRC-IN-CHILLI,Internal Chilli In-Domain Training Split,f88a617ab892c67948706c7a9be87781ebf55ae07ff19b94d0a07d6629ad9315,D:\CropDiseaseProject\chilli_cold\murda complex\IMG_3243.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,val
D:\CropDiseaseProject\data\non_leaf_negatives\human_hands_apparel\SRC-02_human_hands_apparel_7729a7b0cb88.jpg,0,non_leaf,human_hands_apparel,SRC-02,Google Open Images V7,7729a7b0cb8848a5ef4cf597d15a2bd451f665fd6f049e3a699fdca28cf17583,https://openimages.github.io/v7/validation/SRC-02_human_hands_apparel_7729a7b0cb88.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,test
D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\1c70bf65-e808-49de-bea2-7e47ef01c139___UF.GRC_YLCV_Lab 02768.JPG,1,Tomato,leaf,SRC-IN-TOMATO,Internal Tomato In-Domain Training Split,30676a58c3c9aa07ae3db822275710a58be28fc2e1b53d2b647f8d9acfd61b12,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\1c70bf65-e808-49de-bea2-7e47ef01c139___UF.GRC_YLCV_Lab 02768.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,test
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5406.JPG,1,Chilli,leaf,SRC-IN-CHILLI,Internal Chilli In-Domain Training Split,8548ca51e8e802c939c7fde5a9d552362e44c65ef002c315b5627b26c56ec7bb,D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5406.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\human_hands_apparel\SRC-02_human_hands_apparel_f5fd297bb5fd.jpg,0,non_leaf,human_hands_apparel,SRC-02,Google Open Images V7,f5fd297bb5fdf2933fb9069baf9f9062d9adc06254176501b4df2cb1dd6feea3,https://openimages.github.io/v7/validation/SRC-02_human_hands_apparel_f5fd297bb5fd.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,test
D:\CropDiseaseProject\data\non_leaf_negatives\soil_ground\SRC-04_soil_ground_d8accb846f15.jpg,0,non_leaf,soil_ground,SRC-04,Kaggle Soil Types,d8accb846f15502de2f6d6321f5eeafc61fec51efd51779c588c7cbdb21b8458,https://raw.githubusercontent.com/Shushanth101/Soil-Types-Dataset/main/test/Clay_soil/8243855441.jpeg,Shushanth (Clay Soil),CC0 / Public Domain,https://creativecommons.org/publicdomain/zero/1.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\human_hands_apparel\SRC-02_human_hands_apparel_a240ce2a31be.jpg,0,non_leaf,human_hands_apparel,SRC-02,Google Open Images V7,a240ce2a31be51605787b03682143337eb13077624e3a414bc3d7359e67838b0,https://openimages.github.io/v7/validation/SRC-02_human_hands_apparel_a240ce2a31be.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\sugarcane_large\Diseases\Brown Spot\image645.jpg,1,Sugarcane,leaf,SRC-IN-SUGARCANE,Internal Sugarcane In-Domain Training Split,368ea401696c37f15c3912283e16c0b9e6c6bc505a3a6582649ec9e127559867,D:\CropDiseaseProject\sugarcane_large\Diseases\Brown Spot\image645.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,test
D:\CropDiseaseProject\data\non_leaf_negatives\buildings_structures\SRC-03_buildings_structures_2269d2f09415.jpg,0,non_leaf,buildings_structures,SRC-03,Wikimedia Commons,2269d2f094155180b6f6b8d1a3849627d164a07549453c7dd4151e27d2f7beb4,"https://commons.wikimedia.org/wiki/File:The_Glasshouse,_Jephson_Gardens_-_geograph.org.uk_-_5308833.jpg",Ian Capper,CC-BY-SA-2.0,https://creativecommons.org/licenses/by-sa/2.0,2026-09-23,test
D:\CropDiseaseProject\chilli_cold\healthy\IMG_4816.JPG,1,Chilli,leaf,SRC-IN-CHILLI,Internal Chilli In-Domain Training Split,d52cbfa15e4d8866013b5b74c356289c08230a320722cefcf66a42937b4fb4ab,D:\CropDiseaseProject\chilli_cold\healthy\IMG_4816.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,test
D:\CropDiseaseProject\sugarcane_large\Diseases\Brown Spot\image1050.jpg,1,Sugarcane,leaf,SRC-IN-SUGARCANE,Internal Sugarcane In-Domain Training Split,71cc7d887ea6511519c0ec2cc9fda4bf1d7e9d27f586e85624e3f1ba3c740f7a,D:\CropDiseaseProject\sugarcane_large\Diseases\Brown Spot\image1050.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\grape_2024\healthy\healthy780.jpg,1,Grape,leaf,SRC-IN-GRAPE,Internal Grape In-Domain Training Split,146c19c93243173e5bf95cd8712cb4132ab3d73c5df045617cee7c2b58b5be0a,D:\CropDiseaseProject\grape_2024\healthy\healthy780.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\tomato_plantvillage\Tomato___Bacterial_spot\f572deb6-a393-421c-a9bc-90a53193e1a1___GCREC_Bact.Sp 3684.JPG,1,Tomato,leaf,SRC-IN-TOMATO,Internal Tomato In-Domain Training Split,41268ff752d91737d761eb3ca4f0f2bc5eb58906e8b2373400f5d9822ef21b70,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Bacterial_spot\f572deb6-a393-421c-a9bc-90a53193e1a1___GCREC_Bact.Sp 3684.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,val
D:\CropDiseaseProject\tomato_plantvillage\Tomato___Leaf_Mold\053f0efc-038f-471b-9e7b-5b605d45fda4___Crnl_L.Mold 8982.JPG,1,Tomato,leaf,SRC-IN-TOMATO,Internal Tomato In-Domain Training Split,fb34c9dd1386f4a4abdfab13295de8b3c911ca188a94265fbb467cf8a6191342,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Leaf_Mold\053f0efc-038f-471b-9e7b-5b605d45fda4___Crnl_L.Mold 8982.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,test
D:\CropDiseaseProject\data\non_leaf_negatives\agri_tools_equipment\SRC-03_agri_tools_equipment_c510d16fc49a.jpg,0,non_leaf,agri_tools_equipment,SRC-03,Wikimedia Commons,c510d16fc49af68b5e5dfda77814fdb5aa8ca8a2112696702eca055e56aefbf3,https://commons.wikimedia.org/wiki/File:Ferguson_tractor_and_other_old_machinery_-_geograph.org.uk_-_5342699.jpg,Jim Barton,CC-BY-SA-2.0,https://creativecommons.org/licenses/by-sa/2.0,2026-09-23,train
D:\CropDiseaseProject\grape_niphad\Powdery Mildew\Powdery Mildew_371.JPG,1,Grape,leaf,SRC-IN-GRAPE,Internal Grape In-Domain Training Split,79b2c0cb8d57ef22e7fe070073246d5567e2678595d4c15274099208b5b7c3ed,D:\CropDiseaseProject\grape_niphad\Powdery Mildew\Powdery Mildew_371.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\soil_ground\SRC-04_soil_ground_7ab163a2fa37.jpg,0,non_leaf,soil_ground,SRC-04,Kaggle Soil Types,7ab163a2fa375c55f8296d4fd43891296807980f845992e48b8d5fc7daaf45ce,https://raw.githubusercontent.com/Shushanth101/Soil-Types-Dataset/main/train/Black_soil/0079700302.jpeg,Shushanth (Black Soil),CC0 / Public Domain,https://creativecommons.org/publicdomain/zero/1.0/,2026-09-23,val
D:\CropDiseaseProject\tomato_plantvillage\Tomato___Late_blight\7d4d00c0-1e72-427d-9f05-1f64f8051cb8___GHLB_PS Leaf 1 Day 7.jpg,1,Tomato,leaf,SRC-IN-TOMATO,Internal Tomato In-Domain Training Split,2edc67daef51793a6dc5edb99e98b39775cbf229d838d0877e7a92f8eea978da,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Late_blight\7d4d00c0-1e72-427d-9f05-1f64f8051cb8___GHLB_PS Leaf 1 Day 7.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\tomato_plantvillage\Tomato___Target_Spot\63a17b2f-817a-4717-9964-76ee7d6c3a63___Com.G_TgS_FL 9938.JPG,1,Tomato,leaf,SRC-IN-TOMATO,Internal Tomato In-Domain Training Split,22aec28098830207513983ee05999fd179d4e1f716070a9520b07094a9fdf13d,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Target_Spot\63a17b2f-817a-4717-9964-76ee7d6c3a63___Com.G_TgS_FL 9938.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\plant_parts_nonleaf\SRC-05_plant_parts_nonleaf_de5ae68a4634.jpg,0,non_leaf,plant_parts_nonleaf,SRC-05,Fruits-360,de5ae68a46345302ffc316876e6179423e781531f8bf9eb2930b0824aa6ae3b6,https://github.com/Horea94/Fruit-Images-Dataset/tree/master/Test/Grape Blue/156_100.jpg,Horea Muresan & Mihai Oltean (2018),CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,2026-09-23,train
D:\CropDiseaseProject\grape_2024\healthy\healthy909.jpg,1,Grape,leaf,SRC-IN-GRAPE,Internal Grape In-Domain Training Split,7d3885ed371e33be326e6a6b25d20da8324e17e0ac2cc2969538fa346b48fe11,D:\CropDiseaseProject\grape_2024\healthy\healthy909.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\soil_ground\SRC-04_soil_ground_81cb4e143acb.jpg,0,non_leaf,soil_ground,SRC-04,Kaggle Soil Types,81cb4e143acb7872a7d5a2266a3d7ad6553842f431853ed249de2426a9063627,https://raw.githubusercontent.com/Shushanth101/Soil-Types-Dataset/main/train/Red_soil/0137466209.jpeg,Shushanth (Red Soil),CC0 / Public Domain,https://creativecommons.org/publicdomain/zero/1.0/,2026-09-23,test
D:\CropDiseaseProject\data\non_leaf_negatives\human_hands_apparel\SRC-02_human_hands_apparel_7bf14ca316d3.jpg,0,non_leaf,human_hands_apparel,SRC-02,Google Open Images V7,7bf14ca316d320587a3e81441d50babd8c86ba85e7194866fd4ef4c1bb62de22,https://openimages.github.io/v7/validation/SRC-02_human_hands_apparel_7bf14ca316d3.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,test
D:\CropDiseaseProject\data\non_leaf_negatives\plant_parts_nonleaf\SRC-05_plant_parts_nonleaf_108c18933858.jpg,0,non_leaf,plant_parts_nonleaf,SRC-05,Fruits-360,108c18933858e6960bf88eb39b406afa5234ac54189e142c10150ac0f3bed02a,https://github.com/Horea94/Fruit-Images-Dataset/tree/master/Test/Pepper Yellow/128_100.jpg,Horea Muresan & Mihai Oltean (2018),CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,2026-09-23,train
D:\CropDiseaseProject\sugarcane_large\Diseases\Pokkah Boeng\Pokkah Boeng151.jpg,1,Sugarcane,leaf,SRC-IN-SUGARCANE,Internal Sugarcane In-Domain Training Split,a715d9d3f5c4ede19281dfcf202f5f5c0108a89c4ae124a75fb6c0d2096b4d64,D:\CropDiseaseProject\sugarcane_large\Diseases\Pokkah Boeng\Pokkah Boeng151.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\grape_niphad\Downy Mildew\Downy Mildew_63.jpg,1,Grape,leaf,SRC-IN-GRAPE,Internal Grape In-Domain Training Split,70ddf1c798349ab445bf65ac98730089fcb32725e645d7f15c3d402a77e52b96,D:\CropDiseaseProject\grape_niphad\Downy Mildew\Downy Mildew_63.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\grape_niphad\Downy Mildew\Downy Mildew_928.jpg,1,Grape,leaf,SRC-IN-GRAPE,Internal Grape In-Domain Training Split,92e1e50fe3c1292d9a1c51aff776f6bb0015c0d6e5dab9af3b1f8449282d274e,D:\CropDiseaseProject\grape_niphad\Downy Mildew\Downy Mildew_928.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\ceb2bf82-b22d-43bb-9a32-cac11e19febd___RS_HL 0406.JPG,1,Tomato,leaf,SRC-IN-TOMATO,Internal Tomato In-Domain Training Split,02baebb1cdc11f2328908e61adacba5cd394e739ef5da51f534599b91455a395,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\ceb2bf82-b22d-43bb-9a32-cac11e19febd___RS_HL 0406.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\sugarcane_large\Diseases\Banded Chlorosis\image165.jpg,1,Sugarcane,leaf,SRC-IN-SUGARCANE,Internal Sugarcane In-Domain Training Split,1158f2165ff8b32467fbf086b37526eeabeca9387e5bcdf0a978b2fc7b8e7273,D:\CropDiseaseProject\sugarcane_large\Diseases\Banded Chlorosis\image165.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,val
D:\CropDiseaseProject\data\non_leaf_negatives\human_hands_apparel\SRC-02_human_hands_apparel_8ecb78988ef2.jpg,0,non_leaf,human_hands_apparel,SRC-02,Google Open Images V7,8ecb78988ef2dd4b140d0b24d5e8f778e8f12d746ad3c640751c6bdb89cc2390,https://openimages.github.io/v7/validation/SRC-02_human_hands_apparel_8ecb78988ef2.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\sugarcane_maharashtra\RedRot\redrot (70).jpeg,1,Sugarcane,leaf,SRC-IN-SUGARCANE,Internal Sugarcane In-Domain Training Split,e537ac345859e938992df89d290d2d6f76c3982931905fb8b9afe5cca6bc065f,D:\CropDiseaseProject\sugarcane_maharashtra\RedRot\redrot (70).jpeg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\tomato_plantvillage\Tomato___Early_blight\1742dfdd-c687-46ff-b958-34194feb68e4___RS_Erly.B 7453.JPG,1,Tomato,leaf,SRC-IN-TOMATO,Internal Tomato In-Domain Training Split,866852942afa0c357d785ff9a02d99123a00fb50196683154bd0b17a340acb72,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Early_blight\1742dfdd-c687-46ff-b958-34194feb68e4___RS_Erly.B 7453.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\plant_parts_nonleaf\SRC-02_plant_parts_nonleaf_039c77d36650.jpg,0,non_leaf,plant_parts_nonleaf,SRC-02,Google Open Images V7,039c77d3665034529f9f5286789a1e6a963116fd812f5339a29ee6d8238c865b,https://openimages.github.io/v7/validation/SRC-02_plant_parts_nonleaf_039c77d36650.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\sugarcane_large\Diseases\Yellow Leaf\Yellow Leaf809.jpg,1,Sugarcane,leaf,SRC-IN-SUGARCANE,Internal Sugarcane In-Domain Training Split,14683e623919fb35c2c8540f55e8c6f3539587f39d95d7c94b33c04f06d71431,D:\CropDiseaseProject\sugarcane_large\Diseases\Yellow Leaf\Yellow Leaf809.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\plant_parts_nonleaf\SRC-02_plant_parts_nonleaf_de820d96100f.jpg,0,non_leaf,plant_parts_nonleaf,SRC-02,Google Open Images V7,de820d96100fa68e21e9f380cd9942904997640df715ba7f92b16b4cf79f96a3,https://openimages.github.io/v7/validation/SRC-02_plant_parts_nonleaf_de820d96100f.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\human_hands_apparel\SRC-02_human_hands_apparel_4cc6900ac0c5.jpg,0,non_leaf,human_hands_apparel,SRC-02,Google Open Images V7,4cc6900ac0c53f805eaf0ebbc6a5c5355564f81dc908edbe560f793f12028cd4,https://openimages.github.io/v7/validation/SRC-02_human_hands_apparel_4cc6900ac0c5.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\soil_ground\SRC-04_soil_ground_ff7aaf2d792c.jpg,0,non_leaf,soil_ground,SRC-04,Kaggle Soil Types,ff7aaf2d792caeee30fe41902751c0c0d468f510bc3d8ac49fef51a55f9d72a7,https://raw.githubusercontent.com/Shushanth101/Soil-Types-Dataset/main/test/Red_soil/0679091714.jpeg,Shushanth (Red Soil),CC0 / Public Domain,https://creativecommons.org/publicdomain/zero/1.0/,2026-09-23,train
D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\9278e552-0c93-469d-a6ac-4e3fe02fffec___UF.GRC_YLCV_Lab 09605.JPG,1,Tomato,leaf,SRC-IN-TOMATO,Internal Tomato In-Domain Training Split,b6cc3559a8ab077452982a57cff97aa1ab2bc68a7360ee3455626070b43895a7,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\9278e552-0c93-469d-a6ac-4e3fe02fffec___UF.GRC_YLCV_Lab 09605.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\human_hands_apparel\SRC-02_human_hands_apparel_21aafc812bc5.jpg,0,non_leaf,human_hands_apparel,SRC-02,Google Open Images V7,21aafc812bc57b40d1e3082f97d0e2f6102c0fa9cad2ed113c9d34f290982ed2,https://openimages.github.io/v7/validation/SRC-02_human_hands_apparel_21aafc812bc5.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\sugarcane_large\Diseases\Brown Spot\image648.jpg,1,Sugarcane,leaf,SRC-IN-SUGARCANE,Internal Sugarcane In-Domain Training Split,82a515e35b455cbabf780b9d980fbde1d9b667599737053cd97026656dbfd58c,D:\CropDiseaseProject\sugarcane_large\Diseases\Brown Spot\image648.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\grape_niphad\Downy Mildew\Downy Mildew_921.jpg,1,Grape,leaf,SRC-IN-GRAPE,Internal Grape In-Domain Training Split,9db0277bd1e8b1a90803b7dd8abad086f6569c418083404643b3286542e03bb1,D:\CropDiseaseProject\grape_niphad\Downy Mildew\Downy Mildew_921.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,test
D:\CropDiseaseProject\data\non_leaf_negatives\soil_ground\SRC-04_soil_ground_1e0106f0438e.jpg,0,non_leaf,soil_ground,SRC-04,Kaggle Soil Types,1e0106f0438eef7d36cf54dab19042afe706449837302bea7002cecf3e42a3e7,https://raw.githubusercontent.com/Shushanth101/Soil-Types-Dataset/main/train/Alluvial_soil/0007184616.jpg,Shushanth (Alluvial Soil),CC0 / Public Domain,https://creativecommons.org/publicdomain/zero/1.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\soil_ground\SRC-04_soil_ground_a9c3bda7e858.jpg,0,non_leaf,soil_ground,SRC-04,Kaggle Soil Types,a9c3bda7e858c1146a03de7e3720be23b319bc343f365a867e67c86d6773aa6e,https://raw.githubusercontent.com/Shushanth101/Soil-Types-Dataset/main/train/Black_soil/0144434734.jpg,Shushanth (Black Soil),CC0 / Public Domain,https://creativecommons.org/publicdomain/zero/1.0/,2026-09-23,train
D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\96482ffd-50f6-4f9e-94e7-7646198678fa___YLCV_GCREC 1944.JPG,1,Tomato,leaf,SRC-IN-TOMATO,Internal Tomato In-Domain Training Split,93b14a565ec57c54b69bbe6eb0533d50e5c33599e545dd2cc28b5f52de6278b7,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\96482ffd-50f6-4f9e-94e7-7646198678fa___YLCV_GCREC 1944.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\human_hands_apparel\SRC-02_human_hands_apparel_e5c4fe7397ce.jpg,0,non_leaf,human_hands_apparel,SRC-02,Google Open Images V7,e5c4fe7397ce4debf2e0538f94b6d107a30d57f832c451b8f2bc696c1506cfcc,https://openimages.github.io/v7/validation/SRC-02_human_hands_apparel_e5c4fe7397ce.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\sugarcane_maharashtra\Rust\rust (237).jpeg,1,Sugarcane,leaf,SRC-IN-SUGARCANE,Internal Sugarcane In-Domain Training Split,b39594834a3e88c633b6a6677584c086b094370d50c4fe8a1c29ff540771962e,D:\CropDiseaseProject\sugarcane_maharashtra\Rust\rust (237).jpeg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\human_hands_apparel\SRC-02_human_hands_apparel_0c2ad7051e68.jpg,0,non_leaf,human_hands_apparel,SRC-02,Google Open Images V7,0c2ad7051e680186759c1bc494a98301bc0d7b4cc568d458606d13a8a3e3a314,https://openimages.github.io/v7/validation/SRC-02_human_hands_apparel_0c2ad7051e68.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_4213.JPG,1,Chilli,leaf,SRC-IN-CHILLI,Internal Chilli In-Domain Training Split,4456ef84f19d9b7f32405082ee3b926144ee48115ea2868eddbc1c5cae99ee6f,D:\CropDiseaseProject\chilli_cold\murda complex\IMG_4213.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,val
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4455.JPG,1,Chilli,leaf,SRC-IN-CHILLI,Internal Chilli In-Domain Training Split,b1ddbf46e323ad7f98a1a22c5af388874f59a853e741b5b5b601b8aa290dc018,D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4455.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,val
D:\CropDiseaseProject\data\non_leaf_negatives\human_hands_apparel\SRC-02_human_hands_apparel_ecf975d238f7.jpg,0,non_leaf,human_hands_apparel,SRC-02,Google Open Images V7,ecf975d238f72728b68a7525670ca353c1c91b5a017185da5804c59d93d04aed,https://openimages.github.io/v7/validation/SRC-02_human_hands_apparel_ecf975d238f7.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5163.JPG,1,Chilli,leaf,SRC-IN-CHILLI,Internal Chilli In-Domain Training Split,5e2778854400950f4b136f465507f480b01cc83d60c3931dde17978c5205e2c0,D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5163.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
